age,pop.male,pop.female
0,91851.0,87041.0
1,91851.0,87041.0
2,91851.0,87041.0
3,91851.0,87041.0
4,91851.0,87041.0
5,98003.4,92762.6
6,98003.4,92762.6
7,98003.4,92762.6
8,98003.4,92762.6
9,98003.4,92762.6
10,104086.8,98642.2
11,104086.8,98642.2
12,104086.8,98642.2
13,104086.8,98642.2
14,104086.8,98642.2
15,103594.6,98748.0
16,103594.6,98748.0
17,103594.6,98748.0
18,103594.6,98748.0
19,103594.6,98748.0
20,108032.2,103999.8
21,108032.2,103999.8
22,108032.2,103999.8
23,108032.2,103999.8
24,108032.2,103999.8
25,106547.2,103801.2
26,106547.2,103801.2
27,106547.2,103801.2
28,106547.2,103801.2
29,106547.2,103801.2
30,101265.2,99352.6
31,101265.2,99352.6
32,101265.2,99352.6
33,101265.2,99352.6
34,101265.2,99352.6
35,102476.4,101924.4
36,102476.4,101924.4
37,102476.4,101924.4
38,102476.4,101924.4
39,102476.4,101924.4
40,118658.4,118390.4
41,118658.4,118390.4
42,118658.4,118390.4
43,118658.4,118390.4
44,118658.4,118390.4
45,130988.2,128880.2
46,130988.2,128880.2
47,130988.2,128880.2
48,130988.2,128880.2
49,130988.2,128880.2
50,127472.8,124302.8
51,127472.8,124302.8
52,127472.8,124302.8
53,127472.8,124302.8
54,127472.8,124302.8
55,114358.6,113091.4
56,114358.6,113091.4
57,114358.6,113091.4
58,114358.6,113091.4
59,114358.6,113091.4
60,105132.4,105827.8
61,105132.4,105827.8
62,105132.4,105827.8
63,105132.4,105827.8
64,105132.4,105827.8
65,98837.0,100145.8
66,98837.0,100145.8
67,98837.0,100145.8
68,98837.0,100145.8
69,98837.0,100145.8
70,66813.6,71148.2
71,66813.6,71148.2
72,66813.6,71148.2
73,66813.6,71148.2
74,66813.6,71148.2
75,48812.2,58551.2
76,48812.2,58551.2
77,48812.2,58551.2
78,48812.2,58551.2
79,48812.2,58551.2
80,31265.6,45929.4
81,31265.6,45929.4
82,31265.6,45929.4
83,31265.6,45929.4
84,31265.6,45929.4
85,14824.2,29145.0
86,14824.2,29145.0
87,14824.2,29145.0
88,14824.2,29145.0
89,14824.2,29145.0
90,5017.2,13929.4
91,5017.2,13929.4
92,5017.2,13929.4
93,5017.2,13929.4
94,5017.2,13929.4
95,902.2,3536.6
96,902.2,3536.6
97,902.2,3536.6
98,902.2,3536.6
99,902.2,3536.6
100,316.0,1755.0
