age,pop.male,pop.female
0,103526.0,97930.4
1,103526.0,97930.4
2,103526.0,97930.4
3,103526.0,97930.4
4,103526.0,97930.4
5,101276.2,96154.4
6,101276.2,96154.4
7,101276.2,96154.4
8,101276.2,96154.4
9,101276.2,96154.4
10,102987.4,98208.0
11,102987.4,98208.0
12,102987.4,98208.0
13,102987.4,98208.0
14,102987.4,98208.0
15,102028.2,97795.8
16,102028.2,97795.8
17,102028.2,97795.8
18,102028.2,97795.8
19,102028.2,97795.8
20,99429.8,95751.2
21,99429.8,95751.2
22,99429.8,95751.2
23,99429.8,95751.2
24,99429.8,95751.2
25,99152.0,97041.8
26,99152.0,97041.8
27,99152.0,97041.8
28,99152.0,97041.8
29,99152.0,97041.8
30,113422.8,111948.0
31,113422.8,111948.0
32,113422.8,111948.0
33,113422.8,111948.0
34,113422.8,111948.0
35,131226.0,128444.6
36,131226.0,128444.6
37,131226.0,128444.6
38,131226.0,128444.6
39,131226.0,128444.6
40,134372.4,130289.0
41,134372.4,130289.0
42,134372.4,130289.0
43,134372.4,130289.0
44,134372.4,130289.0
45,124176.6,121073.6
46,124176.6,121073.6
47,124176.6,121073.6
48,124176.6,121073.6
49,124176.6,121073.6
50,112988.4,111732.0
51,112988.4,111732.0
52,112988.4,111732.0
53,112988.4,111732.0
54,112988.4,111732.0
55,115398.2,113286.6
56,115398.2,113286.6
57,115398.2,113286.6
58,115398.2,113286.6
59,115398.2,113286.6
60,89282.4,87954.8
61,89282.4,87954.8
62,89282.4,87954.8
63,89282.4,87954.8
64,89282.4,87954.8
65,69102.4,71506.8
66,69102.4,71506.8
67,69102.4,71506.8
68,69102.4,71506.8
69,69102.4,71506.8
70,55315.6,63899.0
71,55315.6,63899.0
72,55315.6,63899.0
73,55315.6,63899.0
74,55315.6,63899.0
75,38969.4,53620.2
76,38969.4,53620.2
77,38969.4,53620.2
78,38969.4,53620.2
79,38969.4,53620.2
80,24203.4,43027.8
81,24203.4,43027.8
82,24203.4,43027.8
83,24203.4,43027.8
84,24203.4,43027.8
85,10350.6,24440.4
86,10350.6,24440.4
87,10350.6,24440.4
88,10350.6,24440.4
89,10350.6,24440.4
90,3131.8,10360.2
91,3131.8,10360.2
92,3131.8,10360.2
93,3131.8,10360.2
94,3131.8,10360.2
95,529.4,2400.8
96,529.4,2400.8
97,529.4,2400.8
98,529.4,2400.8
99,529.4,2400.8
100,219.0,1200.0
