age,pop.male,pop.female
0,15003.0,14232.8
1,15003.0,14232.8
2,15003.0,14232.8
3,15003.0,14232.8
4,15003.0,14232.8
5,18691.4,17707.8
6,18691.4,17707.8
7,18691.4,17707.8
8,18691.4,17707.8
9,18691.4,17707.8
10,17103.4,16438.6
11,17103.4,16438.6
12,17103.4,16438.6
13,17103.4,16438.6
14,17103.4,16438.6
15,21131.2,19985.0
16,21131.2,19985.0
17,21131.2,19985.0
18,21131.2,19985.0
19,21131.2,19985.0
20,21539.8,20348.8
21,21539.8,20348.8
22,21539.8,20348.8
23,21539.8,20348.8
24,21539.8,20348.8
25,21581.4,20560.0
26,21581.4,20560.0
27,21581.4,20560.0
28,21581.4,20560.0
29,21581.4,20560.0
30,24943.2,23966.6
31,24943.2,23966.6
32,24943.2,23966.6
33,24943.2,23966.6
34,24943.2,23966.6
35,23824.0,23168.4
36,23824.0,23168.4
37,23824.0,23168.4
38,23824.0,23168.4
39,23824.0,23168.4
40,23071.8,22328.6
41,23071.8,22328.6
42,23071.8,22328.6
43,23071.8,22328.6
44,23071.8,22328.6
45,23024.0,22870.2
46,23024.0,22870.2
47,23024.0,22870.2
48,23024.0,22870.2
49,23024.0,22870.2
50,25403.6,26927.2
51,25403.6,26927.2
52,25403.6,26927.2
53,25403.6,26927.2
54,25403.6,26927.2
55,25164.2,27053.2
56,25164.2,27053.2
57,25164.2,27053.2
58,25164.2,27053.2
59,25164.2,27053.2
60,23364.0,25301.6
61,23364.0,25301.6
62,23364.0,25301.6
63,23364.0,25301.6
64,23364.0,25301.6
65,17167.8,20168.4
66,17167.8,20168.4
67,17167.8,20168.4
68,17167.8,20168.4
69,17167.8,20168.4
70,10469.6,14246.6
71,10469.6,14246.6
72,10469.6,14246.6
73,10469.6,14246.6
74,10469.6,14246.6
75,9078.0,13688.4
76,9078.0,13688.4
77,9078.0,13688.4
78,9078.0,13688.4
79,9078.0,13688.4
80,5170.8,7818.0
81,5170.8,7818.0
82,5170.8,7818.0
83,5170.8,7818.0
84,5170.8,7818.0
85,1923.6,3051.2
86,1923.6,3051.2
87,1923.6,3051.2
88,1923.6,3051.2
89,1923.6,3051.2
90,715.4,1639.8
91,715.4,1639.8
92,715.4,1639.8
93,715.4,1639.8
94,715.4,1639.8
95,77.4,325.4
96,77.4,325.4
97,77.4,325.4
98,77.4,325.4
99,77.4,325.4
100,34.0,129.0
