group_code,food_group,cod_item,food_description
09,Panificados,8002901,BOLO DE ARROZ
09,Panificados,8013001,BOLO DE CHOCOLATE COM RECHEIO E COBERTURA
09,Panificados,8002613,BOLO DE FUBA CREMOSO
09,Panificados,8010605,BOLO DE LIMAO
09,Panificados,8002509,BOLO DE ROLO
09,Panificados,8002609,GRUSTOLI (BOLINHO DOCE)
09,Panificados,8000213,PAO DE LEITE
09,Panificados,8001413,PAO FRANCES INTEGRAL
09,Panificados,8006801,PAO INTEGRAL LIGHT
09,Panificados,8002106,ROSQUINHA SALGADA
09,Panificados,8004807,WAFFER / WAFER (BISCOITO)
09,Panificados,8000229,PAO DE MEL
09,Panificados,8000240,CROISSANT
09,Panificados,8001101,PAO DE MILHO
09,Panificados,8010534,BOLACHA DOCE DIET
09,Panificados,8010434,BOLACHA DOCE LIGHT
09,Panificados,8502501,BOLINHO DE COCO
09,Panificados,8012601,BOLO CUCA
09,Panificados,8010602,BOLO DE ABACAXI
09,Panificados,8012701,BOLO DE ABOBORA
09,Panificados,8002701,BOLO DE AIPIM
09,Panificados,8002801,BOLO DE BATATA DOCE
09,Panificados,8010604,BOLO DE FRUTA
09,Panificados,8013401,BOLO INGLES
09,Panificados,8003902,BRIOCHE
09,Panificados,8012602,CUCA ALEMA
09,Panificados,8000234,PANETONE
09,Panificados,8001408,PAO CACETINHO INTEGRAL
09,Panificados,8001410,PAO CENTEIO INTEGRAL
09,Panificados,8000102,PAO DAGUA
09,Panificados,8011701,PAO DE BATATA
09,Panificados,8001301,PAO DE CENTEIO
09,Panificados,8000223,PAO DE COCO
09,Panificados,8001412,PAO DE TRIGO INTEGRAL
09,Panificados,8006601,PAO LIGHT (DE FORMA INDUSTRIALIZADO)
09,Panificados,8001302,PAO PRETO NAO ESPECIFICADO
09,Panificados,8011602,PAO SEM GLUTEN
09,Panificados,8002252,TORRADA CENTEIO
09,Panificados,8002253,TORRADA DOCE
09,Panificados,6917401,WAFFLE
09,Panificados,8010101,BISCOITO SALGADO LIGHT
09,Panificados,8002302,CAVACO CHINES
09,Panificados,8013302,CUPCAKE
09,Panificados,8002217,GRESSINI / GRISSINI (PALITO DE PAO)
09,Panificados,8001407,PAO ARABE INTEGRAL
09,Panificados,8001409,PAO CARECA INTEGRAL
09,Panificados,8004602,PAO DE LO
09,Panificados,8001411,PAO DE SAL INTEGRAL
09,Panificados,8006501,PAO DIET (DE FORMA INDUSTRIALIZADO)
09,Panificados,8002508,ROCAMBOLE DOCE
09,Panificados,8004814,ROSQUINHA RECHEADA DE QUALQUER SABOR
09,Panificados,8002255,SALGADINHO BATATA CHIPS (TIPO RUFFLES)
09,Panificados,8002309,SOLDA/ SODA/ BOLACHA DE RAPADURA
09,Panificados,8003701,SONHO
09,Panificados,8002306,TARECO
09,Panificados,8007101,TORTAS DOCES DE QUALQUER SABOR DIET
09,Panificados,8012702,BOLO DE CENOURA COM RECHEIO E COBERTURA DE CHOCOLATE
09,Panificados,8000203,CHINEQUE
09,Panificados,8000245,PAO AUSTRALIANO
09,Panificados,8011601,PAO PARA WRAP
09,Panificados,8002315,BREVIDADE
09,Panificados,8000145,PAO CIABATA
09,Panificados,8008201,BOLO DE CENOURA DIET
09,Panificados,8004809,ALFAJORES (BISCOITO)
09,Panificados,8002502,ROCAMBOLE
09,Panificados,8006401,PAO ARABE
09,Panificados,6904401,CANUDINHO RECHEADO
09,Panificados,8001414,PAOZINHO INTEGRAL
09,Panificados,8002205,PRESUNTINHO BISCOITO
09,Panificados,8002605,ANGUSOR DE MILHO
09,Panificados,8008310,BOLACHA RECHEADA LIGHT
09,Panificados,8002335,MARIA MALUCA (BOLACHA DOCE)
09,Panificados,8008401,BISCOITO RECHEADO DIET
09,Panificados,8008410,BOLACHA RECHEADA DIET
09,Panificados,8007501,BOLO DE CHOCOLATE LIGHT
09,Panificados,8010034,PANETONE DIET
09,Panificados,8002230,BACONZITOS
09,Panificados,6904701,BEIJO DE MOCA
09,Panificados,8003101,BOLO DE CARA
09,Panificados,8008408,ROSQUINHA RECHEADA DE QUALQUER SABOR DIET
09,Panificados,8008301,BISCOITO RECHEADO LIGHT
09,Panificados,8010127,CHIPS (SALGADINHOS) LIGHT
09,Panificados,8003802,MUFFIN
09,Panificados,8011901,SALGADINHO DE ARROZ (TIPO CAMIL)
09,Panificados,8007302,FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS) LIGHT
10,Carnes,8102601,MORTADELA
10,Carnes,7108107,MIUDO DE BODE
10,Carnes,8102101,SALSICHA
10,Carnes,7800302,FRANGO EM PEDACOS
10,Carnes,8100201,CARNE DE SOL
10,Carnes,8102204,"LINGUICA  (SUINA, BOVINA, MISTA, ETC)"
10,Carnes,7800402,FILE DE FRANGO
10,Carnes,8579147,FRANGO ENSOPADO
10,Carnes,7109101,CARNE BOVINA
10,Carnes,7800307,FRANGO DESFIADO
10,Carnes,7801101,MOELA DE GALINHA OU FRANGO
10,Carnes,7108902,BIFE
10,Carnes,7104102,CARNE DE PORCO
10,Carnes,8100202,CARNE DO SERTAO
10,Carnes,7102502,FIGADO BOVINO (BIFE)
10,Carnes,8100502,HAMBURGUER DE CARNE BOVINA
10,Carnes,8102205,LINGUICA CALABRESA
10,Carnes,7400101,"PEIXE DE AGUA DOCE (EM POSTA, EM FILE, ETC)"
10,Carnes,8102701,SALAME
10,Carnes,7260101,CAMARAO
10,Carnes,8579071,CALDEIRADA DE PEIXE
10,Carnes,8579110,CARNE SECA COM ABOBORA / LEGUMES
10,Carnes,8503801,CHURRASCO
10,Carnes,8581604,STROGONOFF / ESTROGONOFE DE FRANGO OU GALINHA
10,Carnes,7801801,PEITO DE PERU
10,Carnes,8102901,PRESUNTO
10,Carnes,7104101,CARNE SUINA / CARNE DE PORCO
10,Carnes,7802701,CHESTER
10,Carnes,7103701,LOMBO SUINO / LOMBO DE PORCO
10,Carnes,7800401,PEITO DE GALINHA OU FRANGO
10,Carnes,7106301,PERNIL (DE PORCO / SUINO)
10,Carnes,7801702,PERU EM PEDACO NAO ESPECIFICADO
10,Carnes,7800503,SOBRECOXA / COXA DE FRANGO / GALINHA
10,Carnes,7800303,GALINHA EM PEDACOS
10,Carnes,7104301,CARNE MOIDA
10,Carnes,7270401,BACALHAU
10,Carnes,7112801,BIFE DE PANELA
10,Carnes,7800304,CARNE DE GALINHA
10,Carnes,7800301,PARTE DE GALINHA OU FRANGO NAO ESPECIFICADA
10,Carnes,8100102,CARNE DE CHARQUE
10,Carnes,8103101,HAMBURGUER NAO ESPECIFICADO
10,Carnes,7100606,TATU (LAGARTO REDONDO)
10,Carnes,8579072,CALDO DE PINTO
10,Carnes,8579096,CARNE ASSADA RECHEADA
10,Carnes,8506201,GALINHA COM ARROZ
10,Carnes,8582302,ROCAMBOLE DE CARNE
10,Carnes,7703002,SARDINHA EM CONSERVA
10,Carnes,7705401,STROGONOFF / ESTROGONOFE
10,Carnes,8502801,VATAPA
10,Carnes,7802101,ASA DE PERU
10,Carnes,7103501,COSTELA SUINA / COSTELA DE PORCO
10,Carnes,7801901,COXA DE PERU
10,Carnes,7113101,LEITAO
10,Carnes,7113301,LOMBO
10,Carnes,8579160,FRICASSE DE FRANGO OU GALINHA
10,Carnes,8579222,PICADINHO DE CARNE
10,Carnes,7200101,"PEIXE DO MAR (EM POSTA, EM FILE, ETC)"
10,Carnes,7702602,ALMONDEGA
10,Carnes,8500213,PACOCA DE CARNE DE SOL
10,Carnes,7800701,ASA DE GALINHA OU FRANGO
10,Carnes,8104601,CARNE SALGADA NAO ESPECIFICADA
10,Carnes,7102801,RABADA BOVINA
10,Carnes,7104501,TRIPA SUINA / PORCO
10,Carnes,8579052,BIFE DE FRANGO OU GALINHA A PARMEGIANA
10,Carnes,8506301,GALINHADA
10,Carnes,7600101,"PEIXE NAO ESPECIFICADO (EM POSTA, EM FILE, ETC)"
10,Carnes,7400401,"PEIXE DE AGUA DOCE SALGADO (EM POSTA, EM FILE, ETC)"
10,Carnes,8571112,FRANGO COM BATATA / INHAME / BATATA BAROA / AIPIM
10,Carnes,8102905,PRESUNTO PARMA
10,Carnes,7105402,CARNE DE BODE
10,Carnes,7101301,COSTELA BOVINA
10,Carnes,7105601,CARNE DE CARNEIRO
10,Carnes,8102207,LINGUICA DE FRANGO
10,Carnes,8103601,APRESUNTADO
10,Carnes,7100101,FILE MIGNON
10,Carnes,7105405,CARNE DE CAPRINO
10,Carnes,7107622,CARNE DE JABUTI
10,Carnes,7112802,CARNE DE PANELA
10,Carnes,7102501,FIGADO BOVINO
10,Carnes,7101806,PANELADA
10,Carnes,8100103,JABA
10,Carnes,7802902,STEAK DE FRANGO
10,Carnes,8579114,CARNE DESFIADA
10,Carnes,8579111,CHARQUE COM LEGUMES
10,Carnes,8501104,COSTELA
10,Carnes,8104001,"PATE (FIGADO, CALABRES, FRANGO, PRESUNTO, ETC)"
10,Carnes,7702705,PRESUNTADA
10,Carnes,7104701,LINGUA SUINA / LINGUA DE PORCO
10,Carnes,8102403,MORCILHA
10,Carnes,7100205,BISTECA BOVINA
10,Carnes,7103305,BISTECA SUINA / BISTECA DE PORCO
10,Carnes,7105602,CARNE DE OVELHA
10,Carnes,8102103,SALSICHAO
10,Carnes,7107204,BUCHADA DE BODE
10,Carnes,7101006,CHAMBARIL
10,Carnes,7104302,GUISADO / GUIZADO
10,Carnes,8100101,CARNE SECA
10,Carnes,8101101,HAMBURGUER DE FRANGO
10,Carnes,7273101,OVAS DE PEIXE (QUALQUER ESPECIE)
10,Carnes,7600401,"PEIXE NAO ESPECIFICADO SALGADO (EM POSTA, EM FILE, E"
10,Carnes,7200401,"PEIXE SALGADO (EM POSTA, EM FILE, ETC)"
10,Carnes,7102401,TRIPA BOVINA
10,Carnes,7703402,ATUM EM CONSERVA
10,Carnes,8579064,CARNE COZIDA COM LEGUMES E BATATA
10,Carnes,8579007,CARNE DE BOI COM LEGUMES
10,Carnes,8579113,CARNE DE SOL COM MACAXEIRA
10,Carnes,8503802,CHURRASQUINHO
10,Carnes,8579146,FRANGO CAIPIRA
10,Carnes,8579150,FRANGO OU GALINHA AO MOLHO PARDO / GALINHA DE CABIDE
10,Carnes,8501004,GALETO
10,Carnes,8579011,GUISADO /  GUIZADO DE CARNE COM LEGUMES
10,Carnes,8579212,PEIXE AO LEITE DE COCO
10,Carnes,8102702,SALAMINHO
10,Carnes,7107601,CARNE DE OUTROS ANIMAIS
10,Carnes,7107611,CARNE DE JACARE
10,Carnes,7101009,CARNE MARICA BOVINA
10,Carnes,8579105,CARNE DE PORCO COM LEGUMES
10,Carnes,8579015,GUISADO /  GUIZADO DE FRANGO OU GALINHA COM LEGUMES
10,Carnes,7102701,LINGUA BOVINA
10,Carnes,7112601,BIFE A MILANESA
10,Carnes,7281201,ATUM FRESCO
10,Carnes,8571110,"CARNE COM BATATA, INHAME, BATATA BAROA OU AIPIM"
10,Carnes,8579218,PEIXE GRATINADO
10,Carnes,7280301,SASHIMI
10,Carnes,7801202,CORACAO DE FRANGO
10,Carnes,7807501,FRANGO A PASSARINHO
10,Carnes,7480101,TAMBAQUI
10,Carnes,7100301,ALCATRA
10,Carnes,7112901,JOELHO DE PORCO
10,Carnes,7803201,PE E ASA DE GALINHA OU FRANGO
10,Carnes,7112701,BIFE A ROLE
10,Carnes,7102102,BOFE BOVINO
10,Carnes,7800702,DRUMETE DE GALINHA OU FRANGO
10,Carnes,7102601,CUPIM
10,Carnes,8571113,"FRANGO COM LEGUMES (EXCETO BATATA,INHAME E AIPIM)"
10,Carnes,8508301,VACA ATOLADA
10,Carnes,8105001,MORTADELA LIGHT
10,Carnes,8103902,PELE DE PORCO PREPARADA
10,Carnes,7100201,CONTRAFILE
10,Carnes,7805401,PEITO DE PERU LIGHT
10,Carnes,8100802,COPA DE PORCO DEFUMADA
10,Carnes,7702707,FIAMBRE
10,Carnes,7702801,SALSICHA EM CONSERVA
10,Carnes,8579067,ENSOPADINHO DE CARNE COM LEGUMES E BATATA
10,Carnes,7107804,CHULETA
10,Carnes,7107206,BUCHO / DOBRADINHA ENSOPADO(A)
10,Carnes,7102402,DOBRADINHA FRESCA
10,Carnes,7107501,SUA SUINA
10,Carnes,7101001,MUSCULO BOVINO
10,Carnes,7480001,PACU
10,Carnes,7702601,CARNE BOVINA EM CONSERVA
10,Carnes,8571111,"CARNE COM LEGUMES (EXCETO BATATA, INHAME E AIPIM)"
10,Carnes,8579065,CARNE ENSOPADA COM LEGUMES E BATATA
10,Carnes,8506303,GALINHADA COM PEQUI
10,Carnes,7702603,KITUTE BOVINO
10,Carnes,8581602,STROGONOFF / ESTROGONOFE DE CARNE
10,Carnes,7103303,COSTELETA
10,Carnes,7280501,FILE DE PEIXE
10,Carnes,7800901,PE DE GALINHA OU FRANGO
10,Carnes,7262101,CARANGUEJO
10,Carnes,7103301,CARRE
10,Carnes,7800801,PESCOCO DE GALINHA OU FRANGO
10,Carnes,7103101,MOCOTO BOVINO
10,Carnes,7801301,FIGADO DE GALINHA OU FRANGO
10,Carnes,8103003,HAMBURGUER DE PEIXE
10,Carnes,8579050,BIFE A PARMEGIANA
10,Carnes,8508306,CARNE DE SOL ATOLADA
10,Carnes,8579115,CARNE LOUCA / MALUCA
10,Carnes,7280102,CEVICHE DE PEIXE
10,Carnes,8579009,ENSOPADINHO DE CARNE COM LEGUMES
10,Carnes,8579069,ENSOPADO DE CARNE COM LEGUMES E BATATA
10,Carnes,8506407,MOQUECA / MUQUECA DE PEIXE
10,Carnes,8579201,PACA ASSADA A PURURUCA
10,Carnes,7702302,PASTA DE CARNE EM CONSERVA
10,Carnes,8579210,PEIXE ENSOPADO COM BATATAS
10,Carnes,8579211,PEIXE ENSOPADO COM LEGUMES E BATATA
10,Carnes,8579236,QUIBE CRU
10,Carnes,8103903,LEITAO A PURURUCA
10,Carnes,7100303,MAMINHA
10,Carnes,7100304,PICANHA
10,Carnes,7802702,TENDER
10,Carnes,7101011,VAZIO (CARNE BOVINA)
10,Carnes,7107603,CARNE DE PACA
10,Carnes,7105203,MOCOTO SUINO / MOCOTO DE PORCO
10,Carnes,7803907,PATO EM PEDACOS
10,Carnes,7105103,SARRABULHO
10,Carnes,7107615,CARNE DE CAPIVARA
10,Carnes,7803913,CARNE DE PATO
10,Carnes,7101901,CORACAO BOVINO
10,Carnes,7267101,LAGOSTA
10,Carnes,7100608,LOMBO PAULISTA (CARNE BOVINA)
10,Carnes,7265101,LULA
10,Carnes,7266101,SURURU
10,Carnes,7281501,STEAK DE PEIXE
10,Carnes,7113401,MEDALHOES BOVINOS
10,Carnes,7807602,ROLE DE FRANGO OU GALINHA
10,Carnes,8508302,ATOLADO DE CARNE MOIDA
10,Carnes,7706302,ATUM EM CONSERVA LIGHT
10,Carnes,8505603,BOBO DE FRANGO OU GALINHA
10,Carnes,8579109,CARNE DE SOL COM LEGUMES
10,Carnes,8508303,COSTELA COM AIPIM / MACAXEIRA / MANDIOCA
10,Carnes,8508304,COSTELA COM BATATA
10,Carnes,8579008,COSTELA COM LEGUMES
10,Carnes,8579140,ENTREVERO DE PINHAO
10,Carnes,8579149,FRANGO OU GALINHA COM PEQUI
10,Carnes,8579153,FRANGO OU GALINHA COM QUIABO
10,Carnes,8579158,FRANGO OU GALINHA XADREZ
10,Carnes,8506302,GALINHADA CAIPIRA
10,Carnes,8579177,LOMBO RECHEADO COM LINGUICA
10,Carnes,8506404,MOQUECA / MUQUECA DE CAMARAO
10,Carnes,8579207,PEIXE A PARMEGIANA
10,Carnes,8579209,PEIXE ASSADO COM LEGUMES E BATATAS
10,Carnes,8579235,QUIBE ASSADO / QUIBE DE FORNO
10,Carnes,8579012,REFOGADINHO DE CARNE COM LEGUMES
10,Carnes,7280401,TARTARE DE SALMAO
10,Carnes,7480201,TUCUNARE
10,Carnes,8102401,CHOURICO
10,Carnes,7101202,FRALDINHA (CAPA DE FILE)
10,Carnes,7113001,KAFTA
10,Carnes,7803703,CAPOTE
10,Carnes,7803707,MUTUM
10,Carnes,7110902,OSSADA
10,Carnes,7101014,OSSOBUCO
10,Carnes,8102501,PAIO
10,Carnes,7103907,SARAPATEL SUINO FRESCO
10,Carnes,7107617,CARNE DE COTIA
10,Carnes,7102403,FATO BOVINO
10,Carnes,7102404,FATO CAPRINO
10,Carnes,8102402,MORCELA
10,Carnes,8103901,PURURUCA DE PORCO
10,Carnes,7105403,CARNE CAPRINA
10,Carnes,7105401,CARNE DE CABRITO
10,Carnes,7113201,LOMBINHO
10,Carnes,8579040,BACALHOADA
10,Carnes,8505601,BOBO DE CAMARAO
10,Carnes,8579079,CAMARAO COM MOLHO BRANCO
10,Carnes,8579086,CAMARAO ENSOPADO COM CHUCHU / LEGUMES
10,Carnes,8579099,CARNE RECHEADA COM LEGUMES E OU LINGUICA
10,Carnes,8579066,CARNE REFOGADA COM LEGUMES E BATATA
10,Carnes,8579138,ENSOPADINHO DE LINGUICA COM BATATA
10,Carnes,8579167,LAGARTO RECHEADO COM CENOURA
10,Carnes,8506406,MOQUECA / MUQUECA DE LAGOSTA
10,Carnes,8506408,MOQUECA / MUQUECA NAO ESPECIFICADA
10,Carnes,8579196,MUJICA / MOJICA DE PEIXE
10,Carnes,8579205,PATO NO TUCUPI
10,Carnes,8579206,PEIXADA
10,Carnes,8579213,PEIXE ASSADO RECHEADO COM FAROFA
10,Carnes,8579242,RABADA COM AGRIAO E BATATA
10,Carnes,8579017,REFOGADINHO DE FRANGO OU GALINHA COM LEGUMES
10,Carnes,8582303,ROCAMBOLE DE FRANGO OU GALINHA
10,Carnes,8581601,STROGONOFF / ESTROGONOFE DE CAMARAO
10,Carnes,7101801,VISCERA BOVINA
10,Carnes,7807702,"GANSO, CARNE NAO ESPECIFICADO"
10,Carnes,7803908,PEITO DE PATO
10,Carnes,7180001,ROSBIFE
10,Carnes,7263101,MARISCO
10,Carnes,7801001,MIUDO DE GALINHA OU FRANGO
10,Carnes,7103903,MIUDO SUINO / MIUDO DE PORCO
10,Carnes,7803702,GALINHA DANGOLA
10,Carnes,7104601,FIGADO SUINO / FIGADO DE PORCO
10,Carnes,7802801,NAMBU
10,Carnes,7102001,RIM BOVINO
10,Carnes,7261101,SIRI
10,Carnes,8579095,CARIBEU (CARNE SECA COM MANDIOCA)
10,Carnes,8579106,CARNE SUINA / CARNE DE PORCO COM LEGUMES
10,Carnes,8579139,ENSOPADINHO DE LINGUICA COM LEGUMES
10,Carnes,8579161,FRIGIDEIRA DE PEIXE
10,Carnes,8579176,LOMBO RECHEADO COM LEGUMES
10,Carnes,8579185,MAO DE VACA
10,Carnes,8579186,MARISCADA
10,Carnes,8506401,MOQUECA / MUQUECA BAIANA
10,Carnes,8579219,PEIXE COM CAMARAO
10,Carnes,7104602,FIGADO SUINO / FIGADO DE PORCO  (BIFE)
10,Carnes,8508305,ATOLADO DE CARNE SECA
10,Carnes,7264101,OSTRA
10,Carnes,7702502,PASTA DE GALINHA EM CONSERVA
10,Carnes,8102801,BLANQUET DE PERU
10,Carnes,7703902,PASTA DE PEIXE EM CONSERVA
10,Carnes,7806201,CARNE MOIDA DE FRANGO
10,Carnes,8579281,TEMPURA DE CAMARAO
10,Carnes,7113402,TORNEDOR BOVINO
10,Carnes,7705901,KANI KAMA
10,Carnes,7274101,POLVO
10,Carnes,8579088,CAMARAO NA ABOBORA / MORANGA
10,Carnes,8579230,POLPETTONE / POLPETONE
10,Carnes,7113501,VITELA
10,Carnes,8579078,CAMARAO COM CATUPIRY
10,Carnes,8579123,CASQUINHA DE SIRI
10,Carnes,8579142,FILE DE PEIXE AO CREME
10,Carnes,8579154,FRANGO OU GALINHA NO TUCUPI
10,Carnes,8579168,LAGARTO RECHEADO COM LINGUICA
10,Carnes,8506405,MOQUECA / MUQUECA DE FRUTOS DO MAR
10,Carnes,7706001,SALMAO EM CONSERVA
10,Carnes,7112502,CORDEIRO
10,Carnes,7267104,LAGOSTIM
10,Carnes,8579141,FILE DE PEIXE A PARMEGIANA
10,Carnes,8579151,FRANGO OU GALINHA DE CABIDELA
10,Carnes,8579159,FRICASSE DE CARNE MOIDA
10,Carnes,8579166,JARDINEIRA DE LEGUMES COM CARNE
10,Carnes,8579175,LINGUA BOVINA RECHEADA COM LEGUMES
10,Carnes,8579190,MATAMBRE RECHEADO
10,Carnes,7105001,ORELHA SUINA FRESCA
10,Carnes,8579290,XINXIM DE BOFE
10,Carnes,7806002,"MARRECO, CARNE NAO ESPECIFICADO"
10,Carnes,7100607,PAULISTA
10,Carnes,7103403,QUARTO SUINO
10,Carnes,7105801,MOCOTO DE CAPRINO
10,Carnes,7281401,FRUTOS DO MAR
10,Carnes,7100502,CABECA DE LOMBO (CARNE BOVINA)
10,Carnes,7702402,PASTA DE PRESUNTO EM CONSERVA
11,Ovos,7803301,OVO DE GALINHA
11,Ovos,7803501,OVO DE CODORNA
11,Ovos,8506501,OMELETE
11,Ovos,7807101,OVO CLARA
11,Ovos,8506505,OMELETE COM LEGUMES
11,Ovos,7807301,OVOS MEXIDOS
11,Ovos,8506509,OMELETE COM QUEIJO E PRESUNTO
11,Ovos,7807401,OVOS MOLES
11,Ovos,7807201,OVO GEMA
11,Ovos,8506502,TORTILHA
11,Ovos,8506503,OMELETE COM CARNE
11,Ovos,8506511,OVO BENEDICT
12,Laticínios,8500506,VITAMINA DE ABACATE
12,Laticínios,7900101,LEITE DE VACA INTEGRAL
12,Laticínios,7900601,LEITE EM PO INTEGRAL
12,Laticínios,7902403,QUEIJO RALADO
12,Laticínios,7901201,IOGURTE DE QUALQUER SABOR
12,Laticínios,7903901,IOGURTE DE QUALQUER SABOR LIGHT
12,Laticínios,7901204,IOGURTE NATURAL
12,Laticínios,7980101,KEFIR
12,Laticínios,7903601,LEITE DE VACA DESNATADO
12,Laticínios,7900201,LEITE DE VACA FRESCO
12,Laticínios,7903702,LEITE DE VACA SEMIDESNATADO
12,Laticínios,7901304,LEITE FERMENTADO
12,Laticínios,7903801,LEITE NAO ESPECIFICADO PASTEURIZADO
12,Laticínios,7980001,LEITE SEM LACTOSE
12,Laticínios,8502301,"MINGAU (FUBA, AVEIA, FARINHA, ETC)"
12,Laticínios,6500108,MINGAU DE ARROZ
12,Laticínios,6500616,MINGAU DE MAIZENA
12,Laticínios,6500614,MINGAU DE MILHO
12,Laticínios,7902005,QUEIJO DE COALHO
12,Laticínios,7901705,QUEIJO DE COLONIA
12,Laticínios,7901801,QUEIJO MUZARELLA
12,Laticínios,7903001,QUEIJO NAO ESPECIFICADO
12,Laticínios,7901701,QUEIJO PRATO
12,Laticínios,7902901,REQUEIJAO
12,Laticínios,8500501,VITAMINA
12,Laticínios,8500510,VITAMINA DE FRUTA COM LEITE E CEREAL
12,Laticínios,8500505,VITAMINA DE MAMAO
12,Laticínios,8500508,VITAMINA MISTA
12,Laticínios,7901001,CREME DE LEITE
12,Laticínios,7901303,BEBIDA LACTEA
12,Laticínios,7901401,COALHADA
12,Laticínios,7904001,IOGURTE DE QUALQUER SABOR DIET
12,Laticínios,7901203,IOGURTE DESNATADO
12,Laticínios,7900801,LEITE EM PO
12,Laticínios,7900710,LEITE EM PO DESNATADO
12,Laticínios,6500617,MINGAU DE NESTON
12,Laticínios,6500105,MUCILON
12,Laticínios,7901803,MUSSARELA / MUCARELA
12,Laticínios,7902001,QUEIJO DE MINAS
12,Laticínios,7906501,REQUEIJAO LIGHT
12,Laticínios,8500503,VITAMINA DE BANANA
12,Laticínios,7901301,YAKULT DE QUALQUER SABOR
12,Laticínios,7901809,QUEIJO DE BUFALA
12,Laticínios,7905104,QUEIJO MUSSARELA / MUCARELA LIGHT
12,Laticínios,8500504,VITAMINA DE BANANA COM AVEIA
12,Laticínios,8500509,VITAMINA DE MACA
12,Laticínios,8500507,VITAMINA DE MORANGO
12,Laticínios,7901703,QUEIJO COLONIAL
12,Laticínios,6500801,CREMOGEMA
12,Laticínios,7903201,NATA DOCE OU SALGADA
12,Laticínios,7902008,QUEIJO CANASTRA
12,Laticínios,7902003,QUEIJO DE MANTEIGA
12,Laticínios,7901901,QUEIJO DE REINO
12,Laticínios,7906401,QUEIJO POLENGUINHO LIGHT
12,Laticínios,7902501,QUEIJO PROVOLONE
12,Laticínios,7902201,QUEIJO RICOTA
12,Laticínios,7902902,QUEIJO CREMOSO
12,Laticínios,7906005,QUEIJO DE COALHO LIGHT
12,Laticínios,7906001,QUEIJO DE MINAS LIGHT
12,Laticínios,7902801,QUEIJO POLENGUINHO
12,Laticínios,7906201,QUEIJO RICOTA LIGHT
12,Laticínios,7900301,LEITE DE CABRA
12,Laticínios,7902004,QUECHIMIA
12,Laticínios,7906601,QUEIJO NAO ESPECIFICADO LIGHT
12,Laticínios,7905901,QUEIJO PRATO LIGHT
12,Laticínios,8500511,VITAMINA DE MANGA
12,Laticínios,7901807,MUSSARELA / MUCARELA DE BUFALA
12,Laticínios,6500615,MINGAU DE CHOCOLATE
12,Laticínios,6500101,CREME DE ARROZ
12,Laticínios,7903301,QUEIJO GORGONZOLA
12,Laticínios,7905601,CREME DE LEITE LIGHT
12,Laticínios,7905103,MUSSARELA / MUCARELA LIGHT
13,Doces,6906602,ACUCAR
13,Doces,6900821,ACHOCOLATADO EM PO
13,Doces,6901701,GELATINA DE QUALQUER SABOR
13,Doces,6902601,PUDIM DE QUALQUER SABOR
13,Doces,6901602,MEL
13,Doces,6901801,ADOCANTE ARTIFICIAL
13,Doces,6914003,ADOCANTE LIQUIDO LIGHT
13,Doces,6900603,BALA
13,Doces,6907201,BARRA DE CEREAIS
13,Doces,6900702,BARRA DE CHOCOLATE
13,Doces,6900901,BOMBOM DE QUALQUER MARCA
13,Doces,6903601,BRIGADEIRO
13,Doces,8501903,CANJICA
13,Doces,8507601,CHOCOLATE
13,Doces,6900801,CHOCOLATE EM PO DE QUALQUER MARCA
13,Doces,6900703,"CHOCOLATE, TABLETE NAO ESPECIFICADO"
13,Doces,6900710,"CHOCOLATE, TABLETE, AO LEITE"
13,Doces,8006102,CREPE / PANQUECA DOCE
13,Doces,6901201,DOCE DE FRUTAS EM PASTA DE QUALQUER SABOR
13,Doces,6904301,DOCE DE LEITE
13,Doces,6916401,DOCES (CONFEITARIA) NAO ESPECIFICADO
13,Doces,6901211,GOIABADA
13,Doces,7900901,LEITE CONDENSADO
13,Doces,6907501,MILK SHAKE
13,Doces,6901002,MOUSSE
13,Doces,6904202,PAVE DE QUALQUER SABOR
13,Doces,6915302,PUDIM DE CHOCOLATE
13,Doces,6915304,PUDIM DE LEITE
13,Doces,6903901,QUEIJADINHA
13,Doces,6907401,RABANADA
13,Doces,6904601,SCHIMIER  / CHIMIA DE FRUTA (EXCETO DE CANA)
13,Doces,6900501,SORVETE DE QUALQUER SABOR INDUSTRIALIZADO
13,Doces,6900701,TABLETE DE CHOCOLATE
13,Doces,6901501,MELADO
13,Doces,6900304,ACUCAR MASCAVO
13,Doces,6906001,ARROZ-DOCE
13,Doces,6900616,BALA DE GOMA
13,Doces,6900601,CHICLETES
13,Doces,6900714,"CHOCOLATE, TABLETE, MEIO AMARGO"
13,Doces,6902910,CUSCUZ COM LEITE
13,Doces,6980001,DOCE DE ABOBORA
13,Doces,6901101,GELEIA DE MOCOTO
13,Doces,6904807,"GELINHO, SACOLE"
13,Doces,6904204,LEITE GELEIFICADO
13,Doces,6916501,MACA DO AMOR
13,Doces,6902004,MERENGUE
13,Doces,8501902,MUNGUNZA
13,Doces,6903203,PACOCA
13,Doces,6900502,PICOLE DE QUALQUER SABOR INDUSTRIALIZADO
13,Doces,8500938,PIZZA DOCE DE QUALQUER SABOR
13,Doces,6900401,RAPADURA
13,Doces,6900904,TRUFA
13,Doces,6900617,BALA DE FRUTA
13,Doces,6903701,BOMBA DE QUALQUER TIPO
13,Doces,6903101,COCADA
