"","age","HI","amount","freq"
"1",22,0.272001424431376,2.23856490727617,0.121507052820881
"2",22,1.16183481139778,2.09180111387064,0.555423172735547
"3",22,0.525313134756937,0.740848034217107,0.709070025827986
"4",22,0.273662071131386,4.02320031649271,0.0680209906550104
"5",22,0.67685643992175,1.3639277252265,0.496255356792713
"6",22,1.11906790281367,2.43073461025315,0.460382593020767
"7",22,2.85387774463894,3.05934064447653,0.932840790315866
"8",22,1.45399691887156,3.54524789785928,0.410125599326785
"9",22,0.196394688809987,3.74284623195724,0.052472016385051
"10",22,0.618207680471235,1.84492987660859,0.335084649183331
"11",22,0.505286979714657,2.61390808528594,0.193307095440344
"12",22,0.745278693995503,0.758993262499739,0.981930579384766
"13",22,0.706997459180675,1.99613969736176,0.354182355130301
"14",22,1.81588344211126,3.06226037566623,0.592987930269055
"15",22,1.37818400621117,1.72424655832217,0.799296364872695
"16",22,1.04785019145619,1.24603832076493,0.840945397901512
"17",22,1.43679616453868,2.47129789282802,0.58139335152934
"18",22,1.4413269744351,2.22724423472752,0.647134675201631
"19",22,0.0728060916331087,0.977743694608061,0.0744633711622081
"20",22,0.843814067381566,1.16523987514893,0.724154815997622
"21",22,2.314289266612,3.50851879677841,0.659620027898107
"22",22,0.120185448555853,1.65935323772444,0.0724290921447626
"23",22,0.673133532180335,0.847811306646217,0.793966212650697
"24",22,0.174642908666094,2.53591932984193,0.0688676909438518
"25",22,1.60796977333855,1.61895659539601,0.993213640137909
"26",22,2.32235454205107,3.0029849666536,0.773348707316041
"27",22,0.711027783199039,3.11626597812512,0.228166590461198
"28",22,1.09004452771884,1.73770974596188,0.627288032568102
"29",22,0.720919124016941,1.09783889508499,0.656671144777696
"30",22,5.71640048027256,6.39337579457074,0.894113010708199
"31",22,1.16110491956346,2.90830910035602,0.399237109776717
"32",22,2.58607620995463,2.79020362910755,0.926841389989083
"33",22,0.317869787827736,0.908733299469833,0.349794365424031
"34",22,2.50926682543372,3.38984373116886,0.740230826088402
"35",22,0.983125415403154,1.74340009954616,0.56391267595951
"36",22,0.752173701998196,1.71678071838104,0.43813032960174
"37",22,1.85966338619315,3.28518994447659,0.566074844262754
"38",22,0.346799768088946,1.58915697775663,0.218228767165918
"39",22,2.19940200664042,3.24858957547539,0.677032895520071
"40",22,2.29927673065165,2.68984708236466,0.854798306463705
"41",22,0.356388567631048,1.40644520982938,0.253396694830568
"42",22,2.00362027811687,2.77850793848213,0.721113749709648
"43",22,0.599558601272518,1.83240157006757,0.327198257776219
"44",22,2.93729582224444,2.98991156932435,0.982402239711791
"45",22,1.50168660204148,1.7614460807411,0.852530553424416
"46",22,1.94376596366775,2.34690317385667,0.82822588733968
"47",22,0.819936417570935,1.06301359426118,0.771332014940798
"48",22,0.331547020819972,2.31482786642711,0.143227505435084
"49",22,1.43254886241433,3.86535240829136,0.370612743961313
"50",22,0.604244239793135,2.18603306108517,0.276411299787563
"51",22,2.9749238807923,3.33244270980117,0.892715686317019
"52",22,0.317933435173015,0.960647947701673,0.330957283501894
"53",22,0.511759595006189,1.68715150489891,0.303327587072183
"54",22,2.08782812943722,3.02855371309113,0.689381245051869
"55",22,1.87365262231088,2.62701327057238,0.713225412029471
"56",22,0.238287615436158,1.02868595146926,0.231642723511305
"57",22,0.24329859185091,1.26045044106348,0.193025115406863
"58",22,0.431452090033996,1.29992100637857,0.331906391170624
"59",22,1.90787190145128,2.07078868218108,0.921326216367858
"60",22,1.30846728905812,1.54338275199158,0.847791830879073
